SKU_ID,SKU_Name,Category,ABC_Class,Supplier_ID,Supplier_Name,Warehouse_ID,Warehouse_Location,Batch_ID,Received_Date,Last_Purchase_Date,Expiry_Date,Stock_Age_Days,Quantity_On_Hand,Quantity_Reserved,Quantity_Committed,Damaged_Qty,Returns_Qty,Avg_Daily_Sales,Forecast_Next_30d,Days_of_Inventory,Reorder_Point,Safety_Stock,Lead_Time_Days,Unit_Cost_USD,Last_Purchase_Price_USD,Total_Inventory_Value_USD,SKU_Churn_Rate,Order_Frequency_per_month,Supplier_OnTime_Pct,FIFO_FEFO,Inventory_Status,Count_Variance,Audit_Date,Audit_Variance_Pct,Demand_Forecast_Accuracy_Pct,Notes,Rate_Level,Available_Stock,New_Stock_Status,Stock_Status,Reorder_Flag,Stockout_Risk,Coverage_Gap,Risk_Level,Inventory_Turnover,Turnover_Category,Demand_Supply_Ratio,Supplier_Risk,Supplier_Risk_Level,Inventory_Risk,SC_Risk_Score,Supplier_Class,Warehouse_Stock_Imbalance,Warehouse_Imbalance_Level,Optimization_Score
SKU0732,Beverages Product 281,Beverages,A,S006,PT Frozen Express,WHMDN,Medan - Deli Serdang,BATCH1853,16/03/2025,03/02/2025,11/05/2026,177,1,133,24,1,1,72.3,2585,0.01,289.2,152,4,$4.86,$4.44,"$4,984.82",2.11,30,0.8731,FIFO,In Stock,0,21/06/2025,2.33%,94.62%,No Notes,Low,-157,Out of Stock,Critical,TRUE,TRUE,3.99,High Risk,26389.5,Very Fast Moving,72.3,0.51,Low,3.99,4.5,A - Good,202.6218382,High Variation (~206),15.98
SKU0733,Pantry Product 2,Pantry,B,S007,PT Bakerindo,WHBDG,Bandung - Rancaekek,BATCH6140,02/04/2025,25/02/2025,18/12/2027,160,133,27,18,1,1,10.3,3280,12.91,20.6,13,2,$13.75,$13.30,"$1,828.46",2.32,2,0.8479,FIFO,In Stock,0,26/08/2025,3.07%,64.63%,No Notes,Low,87,In Stock,Low,FALSE,FALSE,0,Low Risk,28.26691729,Fast Moving,0.077443609,0.3,Low,0,0.3,A - Good,192.2676003,Moderate Imbalance (~192),0
SKU0734,Frozen Product 497,Frozen,C,S003,PT Prima Distribusi,WHDPS,Denpasar - Tabanan,BATCH6233,18/03/2025,18/02/2025,28/12/2025,175,53,14,12,0,0,5.5,1800,9.64,11,10,2,$5.88,$6.46,$311.78,3.11,4,0.9598,FEFO,In Stock,0,23/08/2025,1.92%,66.52%,No Notes,Medium,27,Low,Critical,FALSE,FALSE,0,Medium Risk,37.87735849,Fast Moving,0.103773585,0.08,Low,0,0.08,A - Good,206.5718724,High Variation (~206),0
SKU0735,Beverages Product 424,Beverages,A,S006,PT Frozen Express,WHSBY,Surabaya - Sidoarjo,BATCH7791,21/07/2025,28/06/2025,09/01/2027,50,1,101,78,5,0,85.99,269,0.01,257.97,131,3,$4.39,$4.35,"$5,158.91",2.2,27,0.8593,FIFO,In Stock,0,21/07/2025,-2.33%,61.48%,No Notes,Low,-183,Out of Stock,Critical,TRUE,TRUE,2.99,High Risk,31386.35,Very Fast Moving,85.99,0.42,Low,2.99,3.41,A - Good,199.2482854,High Variation (~206),13.98
SKU0736,Personal Product 453,Personal Care,B,S010,PT DailyDairy,WHBDG,Bandung - Rancaekek,BATCH4747,04/09/2025,08/07/2025,21/10/2026,5,100,40,21,1,1,17.29,6460,5.78,34.58,18,2,$17.71,$17.96,"$1,771.13",5.19,4,0.7316,FIFO,In Stock,3,12/07/2025,6.52%,91.80%,No Notes,Medium,38,Low,Critical,FALSE,FALSE,0,Medium Risk,63.1085,Very Fast Moving,0.1729,0.54,Low,0,0.54,A - Good,192.2676003,Moderate Imbalance (~192),0
SKU0737,Beverages Product 87,Beverages,B,S001,PT Segar Makmur,WHMDN,Medan - Deli Serdang,BATCH5262,04/04/2025,26/03/2025,29/08/2028,158,665,49,136,1,0,56.08,1528,11.86,112.16,63,2,$2.48,$2.71,"$1,650.73",2.53,16,0.9781,FIFO,In Stock,6,24/07/2025,-9.04%,63.88%,No Notes,Low,479,In Stock,Low,FALSE,FALSE,0,Low Risk,30.78075188,Fast Moving,0.084330827,0.04,Low,0,0.04,A - Good,202.6218382,High Variation (~206),0
SKU0738,Pantry Product 8,Pantry,C,S009,PT Beverage Nusantara,WHMDN,Medan - Deli Serdang,BATCH9096,16/05/2025,09/05/2025,23/02/2030,116,66,11,12,0,2,4.27,1120,15.46,8.54,12,2,$7.83,$7.72,$516.82,1.94,2,0.8813,FIFO,In Stock,-2,14/08/2025,-4.88%,95.53%,No Notes,Low,43,Low,Low,FALSE,FALSE,0,Low Risk,23.61439394,Fast Moving,0.06469697,0.24,Low,0,0.24,A - Good,202.6218382,High Variation (~206),0
SKU0739,Household Product 401,Household,A,S005,PT Agro Raya,WHSBY,Surabaya - Sidoarjo,BATCH3133,06/05/2025,09/04/2025,26/06/2028,126,183,10,37,2,2,14.23,4860,12.86,28.46,16,2,$17.47,$15.84,"$3,197.38",2.33,8,0.8074,FIFO,In Stock,1,25/06/2025,3.92%,73.09%,No Notes,Low,134,In Stock,Low,FALSE,FALSE,0,Low Risk,28.38224044,Fast Moving,0.077759563,0.39,Low,0,0.39,A - Good,199.2482854,High Variation (~206),0
SKU0740,Household Product 373,Household,A,S004,PT Nusantara Supplier,WHMDN,Medan - Deli Serdang,BATCH3391,25/07/2025,24/07/2025,07/11/2028,46,190,29,32,0,2,17.37,4050,10.94,121.59,67,7,$13.18,$12.10,"$2,503.82",2.74,10,0.8738,FEFO,In Stock,3,07/08/2025,4.62%,90.50%,No Notes,Low,129,In Stock,Low,FALSE,FALSE,0,Low Risk,33.36868421,Fast Moving,0.091421053,0.88,Low,0,0.88,A - Good,202.6218382,High Variation (~206),0
SKU0741,Frozen Product 128,Frozen,A,S006,PT Frozen Express,WHDPS,Denpasar - Tabanan,BATCH8506,18/03/2025,13/03/2025,26/02/2026,175,362,32,78,0,0,39.13,1523,9.25,78.26,47,2,$6.05,$6.05,"$2,191.37",3.24,21,0.8295,FIFO,In Stock,-3,11/07/2025,-7.22%,72.41%,Promotional item,Medium,252,In Stock,Critical,FALSE,FALSE,0,Medium Risk,39.45428177,Fast Moving,0.108093923,0.34,Low,0,0.34,A - Good,206.5718724,High Variation (~206),0
SKU0742,Personal Product 204,Personal Care,C,S004,PT Nusantara Supplier,WHMDN,Medan - Deli Serdang,BATCH5198,24/05/2025,20/05/2025,28/09/2029,108,24,6,4,0,0,3.25,870,7.38,6.5,9,2,$19.99,$20.28,$479.70,4.06,2,0.9028,FIFO,In Stock,3,30/06/2025,8.15%,66.86%,Promotional item,Medium,14,Low,Critical,FALSE,FALSE,0,Medium Risk,49.42708333,Fast Moving,0.135416667,0.19,Low,0,0.19,A - Good,202.6218382,High Variation (~206),0
SKU0743,Personal Product 242,Personal Care,B,S006,PT Frozen Express,WHDPS,Denpasar - Tabanan,BATCH1745,22/03/2025,22/03/2025,29/07/2029,171,195,26,1,1,0,13.28,5140,14.68,39.84,22,3,$8.93,$8.31,"$1,740.73",2.04,4,0.8846,FEFO,In Stock,1,07/07/2025,0.60%,74.05%,No Notes,Low,167,In Stock,Low,FALSE,FALSE,0,Low Risk,24.8574359,Fast Moving,0.068102564,0.35,Low,0,0.35,A - Good,206.5718724,High Variation (~206),0
SKU0744,Seafood Product 203,Seafood,C,S006,PT Frozen Express,WHBDG,Bandung - Rancaekek,BATCH3938,19/04/2025,03/04/2025,22/04/2025,143,79,20,11,1,0,8.07,2590,9.79,32.28,19,4,$5.21,$4.73,$411.69,3.06,3,0.7873,FIFO,Expiring Soon,0,07/07/2025,-1.11%,61.43%,No Notes,Medium,47,Low,Critical,FALSE,FALSE,0,Medium Risk,37.28544304,Fast Moving,0.102151899,0.85,Low,0,0.85,A - Good,192.2676003,Moderate Imbalance (~192),0
SKU0745,Seafood Product 240,Seafood,B,S003,PT Prima Distribusi,WHJKT,Jakarta - Cengkareng,BATCH3323,20/06/2025,04/06/2025,29/06/2025,81,291,57,9,3,1,29.51,1014,9.86,29.51,16,1,$5.74,$6.56,"$1,670.54",3.04,6,0.976,FIFO,Expiring Soon,0,31/07/2025,-2.40%,86.15%,High return rate,Medium,222,In Stock,Critical,FALSE,FALSE,0,Medium Risk,37.01426117,Fast Moving,0.101408935,0.02,Low,0,0.02,A - Good,213.1579776,Very Uneven (~213+),0
SKU0746,Frozen Product 499,Frozen,C,S005,PT Agro Raya,WHSBY,Surabaya - Sidoarjo,BATCH5312,22/05/2025,13/04/2025,29/01/2026,110,39,7,2,0,3,4.42,1080,8.82,44.2,28,10,$7.45,$7.10,$290.44,3.4,3,0.7917,FEFO,Low Stock,-1,05/07/2025,-8.39%,68.42%,No Notes,Medium,30,Low,Critical,TRUE,TRUE,1.18,Medium Risk,41.36666667,Fast Moving,0.113333333,2.08,Medium,1.18,3.26,B - Normal,199.2482854,High Variation (~206),10.36
SKU0747,Personal Product 162,Personal Care,C,S008,PT Hygienic Supplies,WHBDG,Bandung - Rancaekek,BATCH8208,20/04/2025,17/04/2025,26/12/2029,142,18,18,0,0,0,6.71,2200,2.68,67.1,42,10,$15.12,$15.37,$272.13,11.18,4,0.9891,FIFO,Low Stock,-1,21/08/2025,6.70%,93.07%,High return rate,High,0,Out of Stock,Critical,TRUE,TRUE,7.32,High Risk,136.0638889,Very Fast Moving,0.372777778,0.11,Low,7.32,7.43,A - Good,192.2676003,Moderate Imbalance (~192),22.64
SKU0748,Fresh Product 134,Fresh Produce,B,S003,PT Prima Distribusi,WHMDN,Medan - Deli Serdang,BATCH9108,21/05/2025,19/05/2025,25/05/2025,111,1,163,117,1,0,60.81,1282,0.02,243.24,129,4,$1.00,$1.05,"$1,179.88",1.55,21,0.9875,FEFO,Expiring Soon,0,26/07/2025,4.34%,60.01%,No Notes,Low,-280,Out of Stock,Critical,TRUE,TRUE,3.98,High Risk,22195.65,Very Fast Moving,60.81,0.05,Low,3.98,4.03,A - Good,202.6218382,High Variation (~206),15.96
SKU0749,Pantry Product 235,Pantry,C,S008,PT Hygienic Supplies,WHJKT,Jakarta - Cengkareng,BATCH6727,03/08/2025,29/07/2025,13/04/2027,37,149,18,15,1,0,14.71,5190,10.13,44.13,29,3,$3.56,$4.09,$531.10,2.96,7,0.9073,FIFO,In Stock,0,04/08/2025,-5.84%,97.75%,No Notes,Low,115,In Stock,Low,FALSE,FALSE,0,Low Risk,36.03456376,Fast Moving,0.098724832,0.28,Low,0,0.28,A - Good,213.1579776,Very Uneven (~213+),0
SKU0750,Dairy Product 261,Dairy,C,S005,PT Agro Raya,WHDPS,Denpasar - Tabanan,BATCH4479,24/03/2025,15/02/2025,18/04/2025,169,166,53,33,2,0,17.45,3760,9.51,52.35,27,3,$3.19,$3.52,$528.94,3.15,4,0.7765,FIFO,Expiring Soon,0,04/07/2025,9.45%,65.70%,No Notes,Medium,78,In Stock,Critical,FALSE,FALSE,0,Medium Risk,38.3689759,Fast Moving,0.105120482,0.67,Low,0,0.67,A - Good,206.5718724,High Variation (~206),0
SKU0751,Dairy Product 472,Dairy,C,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH2545,05/05/2025,10/03/2025,02/06/2025,127,134,54,45,0,0,17.56,3920,7.63,52.68,34,3,$3.03,$2.81,$405.40,3.93,3,0.8687,FEFO,Expiring Soon,-1,06/09/2025,-4.37%,67.73%,No Notes,Medium,35,Low,Critical,FALSE,FALSE,0,Medium Risk,47.83134328,Fast Moving,0.131044776,0.39,Low,0,0.39,A - Good,192.2676003,Moderate Imbalance (~192),0
SKU0752,Personal Product 63,Personal Care,A,S007,PT Bakerindo,WHSBY,Surabaya - Sidoarjo,BATCH6300,11/04/2025,02/04/2025,14/11/2026,151,210,46,26,1,1,22.01,6890,9.54,154.07,81,7,$24.13,$25.07,"$5,066.82",3.14,14,0.8599,FIFO,Low Stock,0,30/08/2025,-5.04%,93.10%,No Notes,Medium,137,In Stock,Critical,FALSE,FALSE,0,Medium Risk,38.25547619,Fast Moving,0.104809524,0.98,Low,0,0.98,A - Good,199.2482854,High Variation (~206),0
SKU0753,Beverages Product 246,Beverages,C,S008,PT Hygienic Supplies,WHSBY,Surabaya - Sidoarjo,BATCH1095,10/04/2025,20/03/2025,17/12/2029,152,679,2,91,4,0,78.3,2954,8.67,156.6,82,2,$0.33,$0.36,$227.40,3.46,32,0.9673,FIFO,In Stock,-3,18/06/2025,-0.66%,69.48%,No Notes,Medium,582,In Stock,Critical,FALSE,FALSE,0,Medium Risk,42.09057437,Fast Moving,0.115316642,0.07,Low,0,0.07,A - Good,199.2482854,High Variation (~206),0
SKU0754,Frozen Product 486,Frozen,B,S010,PT DailyDairy,WHBDG,Bandung - Rancaekek,BATCH5635,17/07/2025,27/06/2025,25/01/2026,54,592,156,21,4,0,35.88,1167,16.5,71.76,43,2,$2.59,$2.93,"$1,531.21",1.82,8,0.7568,FIFO,In Stock,2,31/08/2025,8.15%,95.90%,No Notes,Low,411,In Stock,Low,FALSE,FALSE,0,Low Risk,22.12195946,Fast Moving,0.060608108,0.49,Low,0,0.49,A - Good,192.2676003,Moderate Imbalance (~192),0
SKU0755,Pantry Product 48,Pantry,A,S007,PT Bakerindo,WHSBY,Surabaya - Sidoarjo,BATCH7535,26/07/2025,21/07/2025,29/11/2027,45,178,56,63,1,1,28.97,8140,6.14,86.91,49,3,$13.44,$15.35,"$2,392.93",4.88,9,0.7676,FIFO,In Stock,2,14/08/2025,-6.87%,62.14%,No Notes,Medium,58,In Stock,Critical,FALSE,FALSE,0,Medium Risk,59.40477528,Very Fast Moving,0.162752809,0.7,Low,0,0.7,A - Good,199.2482854,High Variation (~206),0
SKU0756,Beverages Product 146,Beverages,C,S003,PT Prima Distribusi,WHJKT,Jakarta - Cengkareng,BATCH8083,25/06/2025,09/05/2025,26/03/2029,76,205,190,15,0,1,80.54,1742,2.55,563.78,288,7,$3.46,$3.73,$710.08,11.79,35,0.7791,FEFO,Low Stock,-2,14/06/2025,7.20%,90.09%,No Notes,High,0,Out of Stock,Critical,TRUE,TRUE,4.45,High Risk,143.4004878,Very Fast Moving,0.392878049,1.55,Low,4.45,6,A - Good,213.1579776,Very Uneven (~213+),16.9
SKU0757,Seafood Product 50,Seafood,C,S006,PT Frozen Express,WHDPS,Denpasar - Tabanan,BATCH8298,20/07/2025,25/05/2025,30/07/2025,51,98,36,20,0,1,12.08,2800,8.11,48.32,25,4,$3.60,$3.55,$352.90,3.7,4,0.8178,FEFO,Expiring Soon,0,11/07/2025,1.67%,81.24%,No Notes,Medium,42,Low,Critical,FALSE,FALSE,0,Medium Risk,44.99183673,Fast Moving,0.123265306,0.73,Low,0,0.73,A - Good,206.5718724,High Variation (~206),0
SKU0758,Pantry Product 47,Pantry,B,S007,PT Bakerindo,WHSBY,Surabaya - Sidoarjo,BATCH8112,05/04/2025,24/02/2025,21/04/2027,157,197,28,9,2,1,16.81,5090,11.72,50.43,34,3,$9.02,$9.93,"$1,776.92",2.56,6,0.7112,FEFO,In Stock,0,29/08/2025,7.20%,61.74%,Promotional item,Low,158,In Stock,Low,FALSE,FALSE,0,Low Risk,31.14543147,Fast Moving,0.085329949,0.87,Low,0,0.87,A - Good,199.2482854,High Variation (~206),0
SKU0759,Personal Product 347,Personal Care,B,S004,PT Nusantara Supplier,WHBDG,Bandung - Rancaekek,BATCH9596,06/05/2025,01/05/2025,19/04/2029,126,91,28,24,4,2,7.73,2170,11.77,23.19,21,3,$18.07,$17.63,"$1,644.50",2.55,2,0.7999,FEFO,In Stock,-1,12/07/2025,-5.99%,85.56%,No Notes,Low,35,Low,Low,FALSE,FALSE,0,Low Risk,31.00494505,Fast Moving,0.084945055,0.6,Low,0,0.6,A - Good,192.2676003,Moderate Imbalance (~192),0
SKU0760,Personal Product 245,Personal Care,C,S005,PT Agro Raya,WHBDG,Bandung - Rancaekek,BATCH5921,08/08/2025,16/06/2025,09/06/2030,32,26,12,0,0,2,3.33,1040,7.81,23.31,17,7,$10.47,$9.59,$272.24,3.84,1,0.919,FIFO,Low Stock,1,05/07/2025,7.52%,95.42%,No Notes,Medium,14,Low,Critical,FALSE,FALSE,0,Medium Risk,46.74807692,Fast Moving,0.128076923,0.57,Low,0,0.57,A - Good,192.2676003,Moderate Imbalance (~192),0
SKU0761,Pantry Product 283,Pantry,C,S002,PT Indo Fresh,WHJKT,Jakarta - Cengkareng,BATCH9366,01/05/2025,04/04/2025,07/12/2026,131,170,48,36,0,0,16.18,3450,10.51,80.9,47,5,$1.52,$1.54,$257.75,2.86,6,0.968,FEFO,In Stock,0,28/08/2025,-6.38%,72.17%,No Notes,Low,86,In Stock,Low,FALSE,FALSE,0,Low Risk,34.73941176,Fast Moving,0.095176471,0.16,Low,0,0.16,A - Good,213.1579776,Very Uneven (~213+),0
SKU0762,Beverages Product 417,Beverages,A,S005,PT Agro Raya,WHSBY,Surabaya - Sidoarjo,BATCH2339,06/07/2025,18/05/2025,17/10/2029,65,1,55,4,0,3,66.3,2343,0.02,265.2,136,4,$4.12,$3.94,"$4,714.08",1.74,29,0.8491,FIFO,In Stock,-3,26/08/2025,-7.74%,92.73%,No Notes,Low,-58,Out of Stock,Critical,TRUE,TRUE,3.98,High Risk,24199.5,Very Fast Moving,66.3,0.6,Low,3.98,4.58,A - Good,199.2482854,High Variation (~206),15.96
SKU0763,Frozen Product 403,Frozen,B,S003,PT Prima Distribusi,WHMDN,Medan - Deli Serdang,BATCH7819,29/08/2025,04/07/2025,18/03/2026,11,174,24,16,1,0,17.46,4250,9.97,34.92,25,2,$5.55,$6.25,$965.87,3.01,9,0.9159,FEFO,In Stock,1,31/07/2025,-5.31%,84.20%,No Notes,Medium,133,In Stock,Critical,FALSE,FALSE,0,Medium Risk,36.62586207,Fast Moving,0.100344828,0.17,Low,0,0.17,A - Good,202.6218382,High Variation (~206),0
SKU0764,Frozen Product 344,Frozen,A,S008,PT Hygienic Supplies,WHDPS,Denpasar - Tabanan,BATCH4066,04/07/2025,21/06/2025,28/03/2026,67,424,5,17,3,0,37.85,1419,11.2,37.85,25,1,$6.26,$6.43,"$2,655.09",2.68,11,0.934,FIFO,In Stock,0,30/08/2025,7.81%,75.46%,No Notes,Low,399,In Stock,Low,FALSE,FALSE,0,Low Risk,32.58313679,Fast Moving,0.089268868,0.07,Low,0,0.07,A - Good,206.5718724,High Variation (~206),0
SKU0765,Pantry Product 447,Pantry,C,S002,PT Indo Fresh,WHMDN,Medan - Deli Serdang,BATCH1095,26/04/2025,01/04/2025,01/06/2026,136,29,2,2,1,1,1.97,750,14.72,13.79,13,7,$12.43,$11.74,$360.44,2.04,2,0.9252,FIFO,In Stock,1,08/09/2025,-9.93%,67.83%,No Notes,Low,24,Low,Low,FALSE,FALSE,0,Low Risk,24.79482759,Fast Moving,0.067931034,0.52,Low,0,0.52,A - Good,202.6218382,High Variation (~206),0
SKU0766,Frozen Product 355,Frozen,C,S007,PT Bakerindo,WHDPS,Denpasar - Tabanan,BATCH6910,08/05/2025,25/03/2025,20/01/2026,124,80,24,5,1,2,13.42,2860,5.96,40.26,24,3,$7.41,$7.05,$592.48,5.03,5,0.8355,FEFO,In Stock,0,02/08/2025,-9.18%,69.55%,High return rate,Medium,50,In Stock,Critical,FALSE,FALSE,0,Medium Risk,61.22875,Very Fast Moving,0.16775,0.49,Low,0,0.49,A - Good,206.5718724,High Variation (~206),0
SKU0767,Fresh Product 58,Fresh Produce,C,S001,PT Segar Makmur,WHBDG,Bandung - Rancaekek,BATCH8882,03/09/2025,24/07/2025,09/09/2025,6,87,21,9,2,0,8.41,2250,10.34,25.23,16,3,$2.44,$2.34,$212.51,2.9,7,0.8018,FIFO,Expiring Soon,4,18/06/2025,-6.02%,84.78%,No Notes,Low,55,In Stock,Low,FALSE,FALSE,0,Low Risk,35.28333333,Fast Moving,0.096666667,0.59,Low,0,0.59,A - Good,192.2676003,Moderate Imbalance (~192),0
SKU0768,Household Product 440,Household,B,S009,PT Beverage Nusantara,WHBDG,Bandung - Rancaekek,BATCH8592,18/08/2025,09/08/2025,25/04/2028,22,78,6,20,2,1,5.9,1520,13.22,11.8,7,2,$13.56,$14.23,"$1,057.99",2.27,5,0.8165,FEFO,In Stock,0,17/07/2025,-4.18%,71.42%,High return rate,Low,50,In Stock,Low,FALSE,FALSE,0,Low Risk,27.60897436,Fast Moving,0.075641026,0.37,Low,0,0.37,A - Good,192.2676003,Moderate Imbalance (~192),0
SKU0769,Personal Product 379,Personal Care,C,S008,PT Hygienic Supplies,WHMDN,Medan - Deli Serdang,BATCH8364,12/05/2025,05/04/2025,21/06/2026,120,36,10,12,0,1,4.76,1230,7.56,9.52,9,2,$6.59,$7.12,$237.38,3.97,1,0.9309,FIFO,In Stock,0,15/08/2025,-6.88%,64.68%,No Notes,Medium,14,Low,Critical,FALSE,FALSE,0,Medium Risk,48.26111111,Fast Moving,0.132222222,0.14,Low,0,0.14,A - Good,202.6218382,High Variation (~206),0
SKU0770,Household Product 201,Household,B,S001,PT Segar Makmur,WHSBY,Surabaya - Sidoarjo,BATCH8074,07/09/2025,12/08/2025,05/04/2027,2,111,13,14,2,0,8.23,1990,13.49,24.69,19,3,$11.97,$12.47,"$1,328.46",2.22,4,0.933,FEFO,In Stock,3,27/06/2025,-4.30%,63.12%,No Notes,Low,82,In Stock,Low,FALSE,FALSE,0,Low Risk,27.06261261,Fast Moving,0.074144144,0.2,Low,0,0.2,A - Good,199.2482854,High Variation (~206),0
SKU0771,Pantry Product 149,Pantry,C,S001,PT Segar Makmur,WHMDN,Medan - Deli Serdang,BATCH9410,30/05/2025,23/04/2025,18/02/2029,102,218,10,20,2,0,13.52,3080,16.12,189.28,102,14,$0.88,$0.80,$191.40,1.86,4,0.7891,FEFO,Low Stock,1,11/08/2025,-6.69%,76.44%,No Notes,Low,186,In Stock,Low,FALSE,FALSE,0,Low Risk,22.63669725,Fast Moving,0.062018349,2.95,Medium,0,2.95,B - Normal,202.6218382,High Variation (~206),0
SKU0772,Pantry Product 217,Pantry,C,S010,PT DailyDairy,WHSBY,Surabaya - Sidoarjo,BATCH5388,21/04/2025,23/02/2025,29/08/2026,141,74,29,45,4,0,18.75,5590,3.95,56.25,30,3,$10.80,$10.03,$798.84,7.6,9,0.8636,FEFO,Low Stock,-5,11/07/2025,7.60%,93.16%,Temperature controlled,Medium,-4,Out of Stock,Critical,FALSE,FALSE,0,High Risk,92.48310811,Very Fast Moving,0.253378378,0.41,Low,0,0.41,A - Good,199.2482854,High Variation (~206),0
SKU0773,Personal Product 178,Personal Care,B,S008,PT Hygienic Supplies,WHMDN,Medan - Deli Serdang,BATCH5718,04/09/2025,20/07/2025,31/07/2027,5,83,26,0,0,1,11.54,3240,7.19,23.08,13,2,$15.91,$16.62,"$1,320.42",4.17,5,0.8554,FIFO,In Stock,3,11/07/2025,-9.65%,75.01%,No Notes,Medium,57,In Stock,Critical,FALSE,FALSE,0,Medium Risk,50.74819277,Very Fast Moving,0.139036145,0.29,Low,0,0.29,A - Good,202.6218382,High Variation (~206),0
SKU0774,Meat Product 113,Meat,A,S010,PT DailyDairy,WHSBY,Surabaya - Sidoarjo,BATCH3148,08/04/2025,11/02/2025,27/04/2025,154,244,0,44,2,0,22.04,8070,11.07,110.2,63,5,$10.41,$10.41,"$2,539.33",2.71,3,0.9177,FEFO,Expiring Soon,0,22/07/2025,-9.95%,63.96%,No Notes,Low,198,In Stock,Low,FALSE,FALSE,0,Low Risk,32.96967213,Fast Moving,0.090327869,0.41,Low,0,0.41,A - Good,199.2482854,High Variation (~206),0
SKU0775,Household Product 345,Household,C,S006,PT Frozen Express,WHMDN,Medan - Deli Serdang,BATCH4394,30/07/2025,12/07/2025,23/01/2030,41,14,2,1,1,3,1.8,590,7.78,9,12,5,$18.44,$16.82,$258.14,3.86,2,0.7481,FIFO,Low Stock,-2,16/06/2025,0.10%,91.08%,No Notes,Medium,10,Low,Critical,FALSE,FALSE,0,Medium Risk,46.92857143,Fast Moving,0.128571429,1.26,Low,0,1.26,A - Good,202.6218382,High Variation (~206),0
SKU0776,Dairy Product 81,Dairy,C,S010,PT DailyDairy,WHMDN,Medan - Deli Serdang,BATCH9089,15/08/2025,27/07/2025,04/09/2025,25,25,2,11,3,2,5.47,1910,4.57,16.41,11,3,$1.67,$1.52,$41.67,6.56,4,0.8627,FIFO,Low Stock,3,14/08/2025,-6.39%,75.31%,No Notes,Medium,9,Low,Critical,FALSE,FALSE,0,High Risk,79.862,Very Fast Moving,0.2188,0.41,Low,0,0.41,A - Good,202.6218382,High Variation (~206),0
SKU0777,Personal Product 184,Personal Care,A,S005,PT Agro Raya,WHSBY,Surabaya - Sidoarjo,BATCH3862,20/03/2025,27/01/2025,07/02/2027,173,260,14,46,1,1,24.97,8380,10.41,49.94,29,2,$15.16,$14.62,"$3,942.54",2.88,7,0.8912,FIFO,In Stock,-6,01/09/2025,-2.93%,85.60%,No Notes,Low,199,In Stock,Low,FALSE,FALSE,0,Low Risk,35.05403846,Fast Moving,0.096038462,0.22,Low,0,0.22,A - Good,199.2482854,High Variation (~206),0
SKU0778,Fresh Product 117,Fresh Produce,C,S002,PT Indo Fresh,WHDPS,Denpasar - Tabanan,BATCH5224,14/07/2025,23/06/2025,24/07/2025,57,106,46,37,0,0,26.99,9660,3.93,377.86,193,14,$2.20,$2.26,$233.06,7.64,10,0.7061,FEFO,Low Stock,0,04/09/2025,6.54%,84.64%,No Notes,Medium,23,Low,Critical,TRUE,TRUE,10.07,High Risk,92.93726415,Very Fast Moving,0.254622642,4.11,Medium,10.07,14.18,B - Normal,206.5718724,High Variation (~206),28.14
SKU0779,Pantry Product 459,Pantry,B,S003,PT Prima Distribusi,WHDPS,Denpasar - Tabanan,BATCH2706,08/04/2025,22/02/2025,08/01/2030,154,286,87,39,1,2,28.29,9750,10.11,56.58,31,2,$6.11,$5.55,"$1,748.66",2.97,19,0.8165,FIFO,In Stock,0,15/07/2025,5.29%,79.86%,No Notes,Low,159,In Stock,Low,FALSE,FALSE,0,Low Risk,36.10437063,Fast Moving,0.098916084,0.37,Low,0,0.37,A - Good,206.5718724,High Variation (~206),0
SKU0780,Personal Product 387,Personal Care,B,S002,PT Indo Fresh,WHJKT,Jakarta - Cengkareng,BATCH2669,06/04/2025,13/02/2025,05/09/2029,156,144,71,51,0,3,21.14,6980,6.81,21.14,14,1,$13.08,$14.33,"$1,883.04",4.4,6,0.9716,FIFO,In Stock,5,07/07/2025,3.28%,63.03%,Seasonal SKU,Medium,22,Low,Critical,FALSE,FALSE,0,Medium Risk,53.58402778,Very Fast Moving,0.146805556,0.03,Low,0,0.03,A - Good,213.1579776,Very Uneven (~213+),0
SKU0781,Household Product 467,Household,A,S006,PT Frozen Express,WHBDG,Bandung - Rancaekek,BATCH8233,27/06/2025,10/05/2025,16/06/2030,74,210,23,17,0,1,12.51,4190,16.79,125.1,66,10,$19.49,$22.05,"$4,091.91",1.79,5,0.9369,FEFO,In Stock,-6,28/08/2025,-0.89%,92.15%,No Notes,Low,170,In Stock,Low,FALSE,FALSE,0,Low Risk,21.74357143,Fast Moving,0.059571429,0.63,Low,0,0.63,A - Good,192.2676003,Moderate Imbalance (~192),0
SKU0782,Bakery Product 420,Bakery,C,S003,PT Prima Distribusi,WHJKT,Jakarta - Cengkareng,BATCH7811,20/07/2025,01/06/2025,25/07/2025,51,29,29,0,6,0,56.57,2036,0.51,113.14,63,2,$2.17,$2.42,$62.87,58.52,20,0.933,FIFO,Low Stock,0,09/08/2025,8.34%,80.43%,No Notes,,-6,Out of Stock,Critical,TRUE,TRUE,1.49,High Risk,712.0017241,Very Fast Moving,1.950689655,0.13,Low,1.49,1.62,A - Good,213.1579776,Very Uneven (~213+),10.98
